"FAJ","FAJTA","ORSZAGKOD","FULSZAM","SZULETESI_EV","IVAR_KOD","APAORSKO","APAFULSZAM","ANYAORSKO","ANYAFULSZA","TENYESZET","TKV","TKO","FTIP","torzsbak_e","torzs_e"
"D","20","HU","7032012085","2010","2","","","","","","E","",11,"nem","nem"
"D","20","HU","7032011365","2010","2","","","","","","B","",11,"nem","nem"
"D","20","HU","7049019693","2009","2","","","","","","B","",11,"nem","nem"
"D","20","HU","7019088119","2013","1","HU","7025030450","HU","7019046573","","B","",11,"nem","nem"
"D","20","HU","7030050476","2015","2","HU","7050044321","HU","7030049155","","b","",11,"nem","nem"
"D","20","HU","7030050434","2015","1","HU","7050044321","HU","7030060684","","k","",11,"nem","nem"
"D","20","HU","7019092235","2014","2","","","","","","B","",11,"nem","nem"
"D","20","HU","7019092264","2014","2","","","","",6660008,"B","",11,"nem","nem"
"D","20","HU","7043025366","2013","2","HU","7045031242","HU","7003051244","","E","",11,"nem","nem"
"D","20","HU","7043017262","2009","2","HU","7012005021","HU","7043015570","","E","",11,"nem","nem"
"D","20","HU","7043017361","2009","1","HU","7012005021","HU","7050004758","","E","",11,"nem","nem"
"D","20","HU","7043017374","2009","2","HU","7012005021","HU","7050004758","","E","",11,"nem","nem"
"D","20","HU","7043017080","2009","2","HU","7012005021","HU","7009039817","","E","",11,"nem","nem"
"D","20","HU","7050075422","2016","2","HU","7050053512","HU","7025048509",6880549,"B",1,11,"nem","igen"
"D","20","HU","7025048596","2015","2","HU","7019088106","HU","7025030380","","B","",11,"nem","nem"
"D","20","HU","7043033192","2016","2","HU","7011014507","HU","7043021221","","B","",11,"nem","nem"
"D","20","HU","7043033457","2016","2","HU","7019067622","HU","7043020949","","a","",11,"nem","nem"
"D","20","HU","7043030988","2015","2","HU","7019067622","HU","7043020923","","b","",11,"nem","nem"
"D","20","HU","7025048819","2015","1","HU","7019088106","HU","7050037174","","K","",11,"nem","nem"
"D","20","HU","7025048710","2015","1","HU","7019088106","HU","7032011365","","B","",11,"nem","nem"
"D","20","HU","7043029980","2015","2","HU","7019067622","HU","7043023715","","A","",11,"nem","nem"
"D","20","HU","7025048666","2015","1","HU","7019088106","HU","7025039178","","K","",11,"nem","nem"
"D","20","HU","7050067836","2015","2","","","HU","7050062675",4665472,"B","",11,"nem","igen"
"D","20","HU","7019111653","2015","2","HU","7019088119","HU","7019067424","","a","",11,"nem","nem"
"D","20","HU","7019111918","2015","2","HU","7019079197","HU","7019066618","","a","",11,"nem","nem"
"D","20","HU","7019111947","2015","2","HU","7019079197","HU","7019088065","","B","",11,"nem","nem"
"D","20","HU","7019111963","2015","2","HU","7019079197","HU","7019067482",6636306,"B","",11,"nem","nem"
"D","20","HU","7019111707","2015","2","HU","7019079197","HU","7019079478","","B","",11,"nem","nem"
"D","20","HU","7019127094","2016","2","HU","7019055991","HU","7019053098","","E","",11,"nem","nem"
"D","20","HU","7019127065","2016","2","HU","7019055991","HU","7019053098","","B",3,11,"nem","nem"
"D","20","HU","7043030090","2015","2","HU","7043025449","HU","7045030647","","B","",11,"nem","nem"
"D","20","HU","7043030269","2015","1","HU","7043025449","HU","7003051314","","K","",11,"nem","nem"
"D","20","HU","7043030272","2015","2","HU","7043025449","HU","7045030410","","B","",11,"nem","nem"
"D","20","HU","7043030706","2015","2","HU","7011014507","HU","7043017163","","A","",11,"nem","nem"
"D","20","HU","7019123579","2016","1","HU","7026036103","HU","7019091403","","B","",11,"nem","nem"
"D","20","HU","7050078889","2016","1","HU","7050038401","HU","7050062675","","k","",11,"nem","nem"
"D","20","HU","7043033556","2016","1","HU","7019067622","HU","7009040620","","k","",11,"nem","nem"
"D","20","HU","7049041852","2016","1","HU","7043024240","HU","7049019664","","B","",11,"nem","nem"
"D","20","HU","7049048820","2016","1","HU","7043024240","HU","7049022200","","B","",11,"nem","nem"
"D","20","HU","7019122594","2016","2","HU","7026036103","HU","7019092264","","B","",11,"nem","nem"
"D","202","HU","7019122776","2016","2","","","HU","7019092293","","E","",11,"nem","nem"
"D","20","HU","7019122875","2016","2","HU","7026036103","HU","7019092280","","B","",11,"nem","nem"
"D","20","HU","7019122987","2016","2","HU","7019091771","HU","7019067073","","A","",11,"nem","nem"
"D","202","HU","7019123016","2016","2","","","HU","7019091586","","E","",11,"nem","nem"
"D","20","HU","7019123074","2016","2","HU","7026036103","HU","7019091432","","E","",11,"nem","nem"
"D","20","HU","7019123339","2016","2","HU","7019088119","HU","7019046490","","B","",11,"nem","nem"
"D","20","HU","7019123368","2016","2","HU","7019091771","HU","7019079621","","B","",11,"nem","nem"
"D","202","HU","7019123409","2016","2","","","HU","7019091726","","E","",11,"nem","nem"
"D","20","HU","7049048606","2016","2","HU","7043024240","HU","7049022172","","E","",11,"nem","nem"
"D","20","HU","7049048718","2016","2","HU","7043024240","HU","7049035031","","E","",11,"nem","nem"
"D","20","HU","7049048565","2016","2","HU","7043024240","HU","7049035002","","B","",11,"nem","nem"
"D","20","HU","7049048619","2016","2","HU","7043024240","HU","7049019705","","B","",11,"nem","nem"
"D","20","HU","7050078805","2016","1","HU","7050038401","HU","7050062787",6633891,"K","",11,"nem","nem"
"D","202","HU","7019135073","2017","2","","","HU","7028010648","","E","",11,"nem","nem"
"D","20","HU","7019135185","2017","2","HU","7019111749","HU","7019091432","","A","",11,"nem","nem"
"D","20","HU","7019135383","2017","2","HU","7019112133","HU","7019079621","","B","",11,"nem","nem"
"D","202","HU","7019135424","2017","2","","","HU","7019111864","","E","",11,"nem","nem"
"D","20","HU","7043034362","2017","1","HU","7043024208","HU","7045030519","","K","",11,"nem","nem"
"D","20","HU","7043034359","2017","1","HU","7043024208","HU","7045030113","","K","",11,"nem","nem"
"D","20","HU","7019128574","2017","1","HU","7019082973","HU","7019097579","","K","",11,"nem","nem"
"D","20","HU","7019127458","2016","2","HU","7019055991","HU","7019076769","","b","",11,"nem","nem"
"D","20","HU","7019127700","2016","2","HU","7019055991","HU","7019066225",6737115,"A",2,11,"nem","igen"
"D","20","HU","7049057602","2017","2","HU","7019112133","HU","7049034957",1145467,"A",1,11,"nem","nem"
"D","20","HU","7049057219","2017","2","HU","7043024240","HU","7049022185","","E","",11,"nem","nem"
"D","20","HU","7049057392","2017","2","HU","7019112133","HU","7049041609","","A","",11,"nem","nem"
"D","20","HU","7019123186","2016","2","HU","7026036103","HU","7019091461","","a","",11,"nem","nem"
"D","20","HU","7049057545","2017","1","HU","7019112133","HU","7049019664","","K","",11,"nem","nem"
"D","20","HU","7019128248","2017","2","HU","7019091656","HU","7019056231","","E","",11,"nem","nem"
"D","20","HU","7019128334","2017","1","HU","7019091656","HU","7019056330","","k","",11,"nem","nem"
"D","20","HU","7019128615","2017","1","HU","7019091656","HU","7019053030","","k","",11,"nem","nem"
"D","20","HU","7019127023","2016","2","HU","7019055991","HU","7019076251","","E","",11,"nem","nem"
"D","20","HU","7019127106","2016","2","HU","7019055991","HU","7019097511","","b","",11,"nem","nem"
"D","20","HU","7043034573","2017","2","HU","7019077137","HU","7043025973","","b","",11,"nem","nem"
"D","20","HU","7050078946","2017","2","HU","7019083127","HU","7050068457","","b","",11,"nem","nem"
"D","201","HU","7050085333","2017","2","HU","7050063519","HU","7050063168","","E","",11,"nem","nem"
"D","20","HU","7050085531","2017","2","HU","7019083127","HU","7050063155",4665472,"B",1,11,"nem","igen"
"D","20","HU","7050085742","2017","2","HU","7019083127","HU","7050063353","","E","",11,"nem","nem"
"D","20","HU","7050086660","2017","2","HU","7019083127","HU","7050068035",4665472,"A",3,11,"nem","igen"
"D","20","HU","7050077987","2016","2","HU","7050063522","HU","7050063212","","B","",11,"nem","nem"
"D","201","HU","7050078003","2016","2","HU","7050063522","HU","7050063126","","E","",11,"nem","nem"
"D","20","HU","7019137215","2018","2","HU","7049041849","HU","7019091560","","A","",11,"nem","nem"
"D","20","HU","7019137231","2018","2","HU","7049041782","HU","7019112159","","A","",11,"nem","nem"
"D","2002","HU","7019137244","2018","2","HU","7049041852","HU","7019123102","","b","",11,"nem","nem"
"D","20","HU","7043036658","2018","1","HU","7043024208","HU","7043030160","","k","",11,"nem","nem"
"D","20","HU","7043036434","2018","2","HU","7043024208","HU","7043030115","","b","",11,"nem","nem"
"D","20","HU","7019128181","2017","2","HU","7019091656","HU","7019053098","","b","",11,"nem","nem"
"D","20","HU","7019128561","2017","2","HU","7019091656","HU","7019082717","","E","",11,"nem","nem"
"D","20","HU","7019128602","2017","2","HU","7019091656","HU","7019056413",6737115,"A",2,11,"nem","igen"
"D","20","HU","7050087562","2017","2","HU","7025048653","HU","7025030421","","b","",11,"nem","nem"
"D","20","HU","7050087687","2017","2","HU","7025048653","HU","7025048640",1619971,"E","",11,"nem","nem"
"D","20","HU","7043035433","2017","2","HU","7050053497","HU","7043023715","","A","",11,"nem","nem"
"D","20","HU","7043035446","2017","2","HU","7050053497","HU","7043030636","","B","",11,"nem","nem"
"D","20","HU","7043035462","2017","2","HU","7019067622","HU","7043021234",1318221,"A",2,11,"nem","igen"
"D","20","HU","7043035503","2017","2","HU","7050053497","HU","7043021250","","A","",11,"nem","nem"
"D","20","HU","7019136917","2018","2","HU","7019111749","HU","7019112089","","A","",11,"nem","nem"
"D","20","HU","7019137075","2018","2","HU","7049041852","HU","7019122817","","B","",11,"nem","nem"
"D","20","HU","7026062692","2017","1","RO","2560530977","HU","7026031898","","E","",11,"nem","nem"
"D","20","HU","7026062676","2017","1","RO","2560530977","HU","7026036091","","E","",11,"nem","nem"
"D","20","HU","7026071656","2018","2","RO","2560530977","HU","7026036116",4543495,"E","",11,"nem","nem"
"D","20","HU","7049057631","2017","2","HU","7043024240","HU","7049037723","","b","",11,"nem","nem"
"D","20","HU","7049057293","2017","2","HU","7043024240","HU","7049035156","","a","",11,"nem","nem"
"D","20","HU","7049057235","2017","2","HU","7025048710","HU","7049035172","","b","",11,"nem","nem"
"D","20","HU","7049057194","2017","2","HU","7025048710","HU","7049028110","","b","",11,"nem","nem"
"D","20","HU","7043035727","2018","1","HU","7050053497","HU","7043034908","","E","",11,"nem","nem"
"D","20","HU","7019127883","2018","1","HU","7019091656","HU","7019077070","","E","",11,"nem","nem"
"D","20","HU","7050079707","2018","1","HU","7019083127","HU","7050063171","","E","",11,"nem","nem"
"D","20","HU","7019136751","2018","1","HU","7049041782","HU","7019079308","","B","",11,"nem","nem"
"D","20","HU","7019137190","2018","1","HU","7049041852","HU","7019122648","","K","",11,"nem","nem"
"D","20","HU","7050087137","2018","2","HU","7050038401","HU","7050077987","","E","",11,"nem","nem"
"D","20","HU","7050086967","2018","2","HU","7019083127","HU","7050062592","","E","",11,"nem","nem"
"D","20","HU","7043038085","2018","2","HU","7019123722","HU","7043030904","","E","",11,"nem","nem"
"D","20","HU","7043040729","2018","2","HU","7050053497","HU","7043022941","","B","",11,"nem","nem"
"D","2000","HU","7043040790","2018","2","HU","7019123722","HU","7043031103","","E","",11,"nem","nem"
"D","20","HU","7050094818","2018","2","HU","7019123269","HU","7025048538","","E","",11,"nem","nem"
"D","20","HU","7050094821","2018","2","HU","7019123269","HU","7025048538","","E","",11,"nem","nem"
"D","20","HU","7050094975","2018","2","HU","7019123579","HU","7025048794","","b","",11,"nem","nem"
"D","20","HU","7049062055","2018","2","HU","7019112133","HU","7049048888",1145467,"B",1,11,"nem","nem"
"D","20","HU","7019127937","2018","2","HU","7019091656","HU","7019127362","","E","",11,"nem","nem"
"D","20","HU","7019127966","2018","2","HU","7019091656","HU","7019053001",6737115,"B",2,11,"nem","nem"
"D","20","HU","7019128264","2018","2","HU","7019091656","HU","7019076644","","E","",11,"nem","nem"
"D","20","HU","7050095161","2018","2","HU","7019123269","HU","7050075802","","E","",11,"nem","nem"
"D","20","HU","7043041720","2019","1","HU","7050053497","HU","7043035136","","E","",11,"nem","nem"
"D","20","HU","7019135622","2019","1","HU","7050087728","HU","7019112159","","E","",11,"nem","nem"
"D","20","HU","7025079639","2019","2","HU","7050063519","HU","7050085531","","E","",11,"nem","nem"
"D","20","HU","7019127867","2018","1","HU","7019091656","HU","7019076644",4208275,"K","",11,"nem","nem"
"D","20","HU","7019127924","2018","1","HU","7019091656","HU","7019053030","","K","",11,"nem","nem"
"D","20","HU","7043036773","2019","1","HU","7043024240","HU","7043034148",9958643,"K","",11,"nem","nem"
"D","20","HU","7019137046","2018","1","HU","7049041849","HU","7019079311","","B","",11,"nem","nem"
"D","20","HU","7082000669","2019","1","HU","7043034755","HU","7049019664","","E","",11,"nem","nem"
"D","20","HU","7043037196","2019","2","HU","7043024208","HU","7043030342","","E","",11,"nem","nem"
"D","20","HU","7050099561","2019","2","HU","7019123579","HU","7050075732","","E","",11,"nem","nem"
"D","20","HU","7043043540","2019","1","HU","7019123722","HU","7043023827",6689768,"K","",11,"nem","nem"
"D","20","HU","7043042693","2019","2","HU","7019123722","HU","7043033374","","E","",11,"nem","nem"
"D","20","HU","7043042820","2019","2","HU","7019123722","HU","7043019293","","E","",11,"nem","nem"
"D","20","HU","7043042891","2019","2","HU","7019123722","HU","7043021276","","E","",11,"nem","nem"
"D","20","HU","7043044778","2019","2","HU","7019123722","HU","7043030719",1318221,"A",2,11,"nem","igen"
"D","20","HU","7043045878","2020","1","HU","7043035628","HU","7043038085","","E","",11,"nem","nem"
"D","20","HU","7049062592","2019","2","HU","7043035206","HU","7049041584","","A","",11,"nem","nem"
"D","20","HU","7049066158","2019","2","HU","7019112133","HU","7049044529","","B",1,11,"nem","nem"
"D","20","HU","7067030957","2019","2","HU","7019082973","HU","7019082845",6737115,"A",2,11,"nem","igen"
"D","202","HU","7082002265","2020","2","HU","7043036463","HU","7027008877","","E","",11,"nem","nem"
"D","20","HU","7019140091","2019","2","HU","7050087728","HU","7019122606","","a","",11,"nem","nem"
"D","20","HU","7019140442","2019","2","HU","7049041849","HU","7019091474","","A",3,11,"nem","nem"
"D","20","RO","2560977710","2017","2","","","","","","E","",99,"nem","nem"
"D","20","HU","7049070513","2020","1","HU","7019112133","HU","7049034957","","k","",11,"nem","nem"
"D","20","HU","7049070526","2020","1","HU","7019112133","HU","7049034957","","k","",11,"nem","nem"
"D","20","HU","7049070935","2020","2","HU","7049061702","HU","7049034999","","E","",11,"nem","nem"
"D","20","HU","7049070779","2020","2","HU","7019112133","HU","7049035185","","b","",11,"nem","nem"
"D","20","HU","7049070951","2020","1","HU","7049061702","HU","7049037653","","E","",11,"nem","nem"
"D","20","HU","7049066835","2020","2","HU","7049061702","HU","7049037710","","E","",11,"nem","nem"
"D","20","HU","7049070571","2020","2","HU","7043035206","HU","7049041597",7120570,"A",2,11,"nem","nem"
"D","20","HU","7049070894","2020","1","HU","7019112133","HU","7049041625",6937636,"B","",11,"nem","nem"
"D","20","HU","7049070654","2020","2","HU","7049048820","HU","7049048635","","a","",11,"nem","nem"
"D","20","HU","7049070485","2020","2","HU","7049061702","HU","7049057756","","a","",11,"nem","nem"
"D","20","HU","7049066794","2020","2","HU","7043035206","HU","7049061799","","E","",11,"nem","nem"
"D","20","HU","7049066806","2020","2","HU","7043035206","HU","7049061799","","E","",11,"nem","nem"
"D","20","HU","7049066723","2020","1","HU","7043035206","HU","7049062071","","K","",11,"nem","nem"
"D","20","HU","7049066736","2020","2","HU","7019112133","HU","7049062211","","E","",11,"nem","nem"
"D","20","HU","7043045654","2020","2","HU","7019123722","HU","7043034924",8800725,"A","",11,"nem","igen"
"D","20","HU","7065021573","2020","1","HU","7019136904","HU","7049048664","","E","",11,"nem","nem"
"D","20","HU","7043042747","2019","2","HU","7050053497","HU","7043035446",8800725,"E","",11,"nem","nem"
"D","20","HU","7067031309","2020","2","HU","7019127797","HU","7019076334",6737115,"A",1,11,"nem","igen"
"D","20","HU","7067031338","2020","2","HU","7019127797","HU","7019126907","","E","",11,"nem","nem"
"D","20","HU","7019140116","2019","2","HU","7019135213","HU","7019122804",7002582,"A",1,11,"nem","nem"
"D","20","HU","7019140752","2020","2","HU","7019137046","HU","7019091560","","A",2,11,"nem","nem"
"D","20","HU","7019140710","2020","2","HU","7019136988","HU","7019123300",7752955,"E","",11,"nem","nem"
"D","2002","HU","7019140554","2020","2","HU","7019137046","HU","7019123397","","b","",11,"nem","nem"
"D","20","HU","7019140471","2020","2","HU","7019137046","HU","7019122932","","a","",11,"nem","nem"
"D","20","HU","7019135680","2020","1","HU","7019137046","HU","7019092194","","E","",11,"nem","nem"
"D","20","HU","7082002166","2020","1","HU","7043036463","HU","7019091250","","k","",11,"nem","nem"
"D","20","HU","7043044963","2020","1","HU","7050053497","HU","7043030847","","a","",11,"nem","nem"
"D","20","HU","7043044976","2020","1","HU","7050053497","HU","7043030847","","a","",11,"nem","nem"
"D","2001","HU","7043045469","2020","1","HU","7019123722","HU","7043023575","","E","",11,"nem","nem"
"D","20","HU","7043045443","2020","1","HU","7043035628","HU","7043024336","","a","",11,"nem","nem"
"D","20","HU","7043045360","2020","1","HU","7019123722","HU","7043030649","","a","",11,"nem","nem"
"D","2000","HU","7043045399","2020","2","HU","7019123722","HU","7043034966",1318221,"B",2,11,"nem","igen"
"D","20","HU","7083003319","2020","2","HU","7050063519","HU","7025048640",8586429,"E","",11,"nem","igen"
"D","20","HU","7083003252","2020","1","HU","7050063519","HU","7025048682","","a","",11,"nem","nem"
"D","20","HU","7083003207","2020","1","HU","7050063519","HU","7050038443","","K","",11,"nem","nem"
"D","20","HU","7083003108","2020","1","HU","7050063519","HU","7050075521","","E","",11,"nem","nem"
"D","20","HU","7083003351","2020","1","HU","7050063519","HU","7050087632","","E","",11,"nem","nem"
"D","20","HU","7083003364","2020","1","HU","7050063519","HU","7050094975","","k","",11,"nem","nem"
"D","20","HU","7083003236","2020","1","HU","7050063519","HU","7050094988",8026473,"K","",11,"nem","nem"
"D","20","HU","7043046163","2020","2","HU","7043035628","HU","7043033374","","A","",11,"nem","nem"
"D","20","HU","7043046051","2020","2","HU","7019123722","HU","7043033514",6860033,"A","",11,"nem","igen"
"D","20","HU","7043046035","2020","2","HU","7043035628","HU","7043041902",1244991,"A",1,11,"nem","igen"
"D","20","HU","7043046220","2020","2","HU","7043035628","HU","7043024295",1318221,"B",1,11,"nem","igen"
"D","20","HU","7043046303","2020","2","HU","7043035628","HU","7043033569","","a","",11,"nem","nem"
"D","20","HU","7043046291","2020","2","HU","7043035628","HU","7043042031","","E","",11,"nem","nem"
"D","20","HU","7043040279","2019","2","","","","","","","",11,"nem","nem"
"D","20","HU","7067040839","2020","2","","","","","","","",11,"nem","nem"
"D","20","HU","7067040897","2020","2","","","","","","","",11,"nem","nem"
"D","20","HU","7068002618","2017","2","","","","","","","",11,"nem","nem"
"D","20","HU","7049076634","2021","1","HU","7049068978","HU","7049034957","","k","",11,"nem","nem"
"D","20","HU","7049076030","2021","1","HU","7049065991","HU","7049041625","","k","",11,"nem","nem"
"D","20","HU","7049071275","2021","1","HU","7049065991","HU","7049041807","","E","",11,"nem","nem"
"D","20","HU","7049071189","2021","1","HU","7019135552","HU","7049048549","","K","",11,"nem","nem"
"D","20","HU","7049076209","2021","2","HU","7049065991","HU","7049048721",4665472,"A",1,11,"nem","igen"
"D","20","HU","7049071361","2021","2","HU","7019135552","HU","7049057181","","a",2,11,"nem","nem"
"D","20","HU","7049076308","2021","2","HU","7049061702","HU","7049065821","","a","",11,"nem","nem"
"D","20","HU","7049076311","2021","2","HU","7049061702","HU","7049066132","","a",2,11,"nem","nem"
"D","20","HU","7049076478","2021","2","HU","7049068978","HU","7049066286",6810207,"A",1,11,"nem","nem"
"D","20","HU","7049071176","2021","1","HU","7049068978","HU","7049066695","","E","",11,"nem","nem"
"D","20","HU","7083006565","2021","2","HU","7025048822","HU","7050099769","","A",2,11,"nem","nem"
"D","20","HU","7083006338","2021","2","HU","7025048822","HU","7050099842","","b","",11,"nem","nem"
"D","20","HU","7083006820","2021","2","HU","7049061702","HU","7049066129",6690319,"E","",11,"nem","igen"
"D","20","HU","7034086833","2021","1","HU","7049066075","HU","7043045427",8800725,"K","",11,"nem","nem"
"D","20","HU","7034086789","2021","2","HU","7049066075","HU","7043045654",8800725,"A","",11,"nem","igen"
"D","20","HU","7030102942","2021","2","HU","7019143177","HU","7019112120","","A","",11,"nem","nem"
"D","20","HU","7030102971","2021","1","HU","7025048822","HU","7025048640",6943246,"K","",11,"nem","nem"
"D","20","HU","7049076663","2021","2","HU","7049068978","HU","7049065777",7114652,"A",1,11,"nem","nem"
"D","20","HU","7083006479","2021","1","HU","7025048822","HU","7025030405","","E","",11,"nem","nem"
"D","20","HU","7083006411","2021","2","HU","7025048822","HU","7025048583",6880549,"A",2,11,"nem","igen"
"D","201","HU","7077020287","2021","2","HU","7050087728","HU","7077010615",6858092,"E","",11,"nem","nem"
"D","2000","HU","7043047586","2021","1","HU","7043035628","HU","7043024419",6978048,"K","",11,"nem","nem"
"D","20","HU","7043047515","2021","1","HU","7043035628","HU","7043035602","","a","",11,"nem","nem"
"D","20","HU","7043047870","2021","2","HU","7043035628","HU","7043022909","","b","",11,"nem","nem"
"D","20","HU","7043047867","2021","1","HU","7019123722","HU","7043024349","","K","",11,"nem","nem"
"D","20","HU","7043047812","2021","1","HU","7043035628","HU","7043035248","","k","",11,"nem","nem"
"D","20","HU","7043047771","2021","2","HU","7019123722","HU","7043040732","","E","",11,"nem","nem"
"D","20","HU","7043047672","2021","1","HU","7043035628","HU","7043041072","","E","",11,"nem","nem"
"D","20","HU","7043049009","2021","2","HU","7043035628","HU","7043021263",1318221,"A",1,11,"nem","igen"
"D","20","HU","7043049054","2021","2","HU","7019123722","HU","7043031033",1318221,"a",1,11,"nem","igen"
"D","20","HU","7043049153","2021","1","HU","7019123722","HU","7043034883","","k","",11,"nem","nem"
"D","20","HU","7083006677","2021","2","HU","7025048822","HU","7025048794","","E","",11,"nem","igen"
"D","20","HU","7043044497","2021","2","HU","7043036645","HU","7031020317","","E","",11,"nem","nem"
"D","20","HU","7043049223","2021","2","HU","7043035628","HU","7043023715","","a","",11,"nem","nem"
"D","20","HU","7043049236","2021","2","HU","7043035628","HU","7043023715","","a","",11,"nem","nem"
"D","20","HU","7043049195","2021","1","HU","7019123722","HU","7043030818","","k","",11,"nem","nem"
"D","20","HU","7043049249","2021","2","HU","7043035628","HU","7043033192","","b","",11,"nem","nem"
"D","20","HU","7043049294","2021","2","HU","7043035628","HU","7043042987","","E","",11,"nem","nem"
"D","20","HU","7043043892","2021","2","HU","7043036645","HU","7043034388","","x","",11,"nem","nem"
"D","20","HU","7043043610","2021","2","HU","7043036645","HU","7045030113","","x","",11,"nem","nem"
"D","20","HU","7067044846","2021","1","HU","7019082973","HU","7019077070","","a","",11,"nem","nem"
"D","20","HU","7067031213","2021","2","HU","7019082973","HU","7019127304","","E","",11,"nem","nem"
"D","20","HU","7083006705","2021","1","HU","7019135523","HU","7050099756","","E","",11,"nem","nem"
"D","20","HU","7020212769","2021","1","HU","7043036645","HU","7043037125","","E","",11,"nem","nem"
"D","20","HU","7020212701","2021","1","HU","7043036645","HU","7043043681",6993858,"K","",11,"nem","nem"
"D","20","HU","7043049380","2021","2","HU","7043042271","HU","7043043566","","E","",11,"nem","nem"
"D","20","HU","7043049377","2021","1","HU","7043042271","HU","7043044794","","E","",11,"nem","nem"
"D","20","HU","7043049658","2021","1","HU","7019123722","HU","7043033569","","a","",11,"nem","nem"
"D","20","HU","7043049632","2021","1","HU","7043035628","HU","7043042859","","k","",11,"nem","nem"
"D","20","HU","7019145517","2021","2","HU","7049066145","HU","7019135367",7752955,"a",1,11,"nem","nem"
"D","20","HU","7049076717","2021","2","HU","7049068978","HU","7049048888",2296751,"B",1,11,"nem","nem"
"D","20","HU","7025090986","2021","1","HU","7050079752","HU","7050062592","","E","",11,"nem","nem"
"D","20","HU","7025092818","2021","2","HU","7049061900","HU","7050063155","","E","",11,"nem","nem"
"D","20","HU","7025090915","2021","2","HU","7049061900","HU","7050085544",4665472,"B",1,11,"nem","igen"
"D","2001","HU","7025090621","2021","1","HU","7050079752","HU","7050086532","","E","",11,"nem","nem"
"D","20","HU","7025092748","2021","1","HU","7050079752","HU","7050086558","","E","",11,"nem","nem"
"D","20","HU","7043049702","2021","2","HU","7043042271","HU","7043041973",7037085,"E","",11,"nem","nem"
"D","20","HU","7020212839","2022","1","HU","7019135721","HU","7043030342",6729882,"E","",11,"nem","nem"
"D","20","HU","7020212826","2022","2","HU","7019135721","HU","7043030342","","a","",11,"nem","nem"
"D","20","HU","7020219232","2022","2","HU","7019135721","HU","7043034148","","x","",11,"nem","nem"
"D","20","HU","7020219162","2022","1","HU","7019135721","HU","7043034218","","E","",11,"nem","nem"
"D","20","HU","7020219386","2022","1","HU","7019135721","HU","7043036421","","E","",11,"nem","nem"
"D","20","HU","7020219373","2022","2","HU","7019135721","HU","7043036421",6729882,"b",1,11,"nem","nem"
"D","20","HU","7020212800","2022","1","HU","7019135721","HU","7043043681",6729882,"E","",11,"nem","nem"
"D","20","HU","7067044507","2022","1","HU","7067030858","HU","7019126907","","a","",11,"nem","nem"
"D","20","HU","7067043890","2022","2","HU","7067030858","HU","7019127362","","E","",11,"nem","nem"
"D","20","HU","7033109917","2022","2","HU","7019088106","HU","7049066260",1244991,"A",2,11,"nem","igen"
"D","20","HU","7043049715","2022","1","HU","7043035628","HU","7043035347","","a","",11,"nem","nem"
"D","20","HU","7043049856","2022","2","HU","7043042271","HU","7043035602",1318221,"E","",11,"nem","igen"
"D","20","HU","7043051420","2022","2","HU","7043035628","HU","7043035248","","a","",11,"nem","nem"
"D","20","HU","7043051462","2022","1","HU","7043042271","HU","7043024451","","a","",11,"nem","nem"
"D","20","HU","7043051574","2022","1","HU","7043035628","HU","7043035800","","E","",11,"nem","nem"
"D","20","HU","7043051516","2022","2","HU","7043035628","HU","7043042255","","a","",11,"nem","nem"
"D","20","HU","7043051615","2022","1","HU","7043035628","HU","7043042804","","E","",11,"nem","nem"
"D","20","HU","7043051488","2022","1","HU","7043035628","HU","7043042891","","E","",11,"nem","nem"
"D","20","HU","7049082158","2022","2","HU","7049070427","HU","7049028181","","b","",11,"nem","nem"
"D","20","HU","7049081652","2022","1","HU","7049065991","HU","7049048651","","k","",11,"nem","nem"
"D","20","HU","7049082103","2022","2","HU","7043045641","HU","7049062055",7752955,"a","",11,"nem","nem"
"D","20","HU","7049082116","2022","2","HU","7043045641","HU","7049062068",4665472,"A",2,11,"nem","igen"
"D","20","HU","7049082260","2022","2","HU","7049061702","HU","7049062167",7752955,"a","",11,"nem","nem"
"D","20","HU","7049082273","2022","2","HU","7049061702","HU","7049062167","","a","",11,"nem","nem"
"D","20","HU","7049081805","2022","1","HU","7049061702","HU","7049065719","","a","",11,"nem","nem"
"D","20","HU","7049081818","2022","2","HU","7049061702","HU","7049065719","","a","",11,"nem","nem"
"D","20","HU","7049082161","2022","2","HU","7043045641","HU","7049066116",400220,"a","",11,"nem","nem"
"D","20","HU","7049082356","2022","2","HU","7049070427","HU","7049066695","","b","",11,"nem","nem"
"D","20","HU","7049081834","2022","1","HU","7049061702","HU","7049070472","","E","",11,"nem","nem"
"D","20","HU","7049081847","2022","2","HU","7049061702","HU","7049070472",6963006,"a","",11,"nem","nem"
"D","20","HU","7049082075","2022","2","HU","7049070427","HU","7049070795",7114652,"A",1,11,"nem","nem"
"D","20","HU","7067043874","2022","1","HU","7067030858","HU","7067030973",8215035,"E","",11,"nem","igen"
"D","20","HU","7034090300","2022","2","HU","7049071019","HU","7043045555",8800725,"A","",11,"nem","igen"
"D","20","HU","7034090368","2022","1","HU","7049071019","HU","7043045922",4368560,"A","",11,"nem","nem"
"D","20","HU","7067044693","2022","2","HU","7067030858","HU","7019076644","","a",3,11,"nem","nem"
"D","20","HU","7067044411","2022","2","HU","7067030858","HU","7019077070",6737115,"A",2,11,"nem","igen"
